reading_id,recorded_at,building_zone,sensor_id,floor_number,occupancy_count,outdoor_temp_c,outdoor_humidity_pct,outdoor_pm25_ug_m3,indoor_temp_c,indoor_humidity_pct,co2_ppm,pm25_ug_m3,tvoc_ppb,air_flow_m3_h,fan_speed_rpm,hvac_power_kw,filter_pressure_pa,vibration_mm_s,maintenance_days,window_open_pct,equipment_age_years,firmware_version,diagnostic_state
132,2025-01-04T01:30,B02-Z03,S0104,3,35,18.77,48.53,62.82,15.98,61.45,468.8,30.06,187.19,2247.65,1329.6,33.18,198.81,1.9,134,62.92,7.5,v1.0.2,normal
133,2025-01-04T02:00,B04-Z02,S0020,2,31,28.58,79.13,80.78,30.13,56.25,453.33,31.17,244.49,2549.89,1141.46,23.6,155.2,1.71,102,54.47,8.5,v2.0.1,normal
134,2025-01-04T02:30,B06-Z03,S0031,3,19,26.55,57.09,41.07,24.58,60.87,522.61,22.71,232.81,3001.53,959.75,32.12,216.97,1.24,55,51.64,8.7,v2.1.3,normal
135,2025-01-04T03:00,B06-Z04,S0063,4,12,33.61,81.95,51.07,33.56,67.78,1606.8,52.2,157.3,1281.04,1499.98,56.98,324.05,3.51,130,21.92,4.1,v1.0.2,ventilation_issue
136,2025-01-04T03:30,B06-Z02,S0004,2,,26.8,65.07,82.24,25.65,56.03,533.6,45.34,392.99,2162.12,975.72,35.77,119.94,1.05,105,18.01,5.1,v1.0.2,normal
137,2025-01-04T04:00,B04-Z04,S0117,4,13,21.12,81.04,30.66,20.77,63.86,655.2,15.72,324.11,2185.53,1363.0,37.39,203.67,1.69,96,40.92,5.6,v2.0.1,normal
138,2025-01-04T04:30,B03-Z02,S0088,2,38,19.15,89.48,59.84,20.32,50.22,654.66,33.97,184.64,2218.31,1570.87,18.75,194.2,0.39,104,23.65,4.0,v1.0.2,normal
139,2025-01-04T05:00,B05-Z03,S0091,3,35,32.69,60.44,64.94,42.65,84.04,837.87,50.41,98.07,1630.2,955.61,52.5,172.1,1.21,86,61.03,6.4,v1.1.0,thermal_issue
140,2025-01-04T05:30,B03-Z04,S0029,4,12,23.53,80.46,38.19,21.09,50.88,700.9,16.85,398.32,3012.95,916.76,29.59,213.87,1.34,52,68.34,3.6,v2.1.3,normal
141,2025-01-04T06:00,B02-Z01,S0041,1,5,21.25,48.64,38.28,26.17,67.84,1158.01,50.03,229.15,767.51,1253.72,54.34,400.68,1.8,96,0.37,9.1,v2.0.1,ventilation_issue
142,2025-01-04T06:30,B05-Z01,S0025,1,29,18.07,78.01,30.84,19.33,51.24,453.89,13.91,292.58,2228.56,1566.18,16.63,115.03,3.41,92,27.42,7.3,v1.1.0,normal
143,2025-01-04T07:00,B04-Z01,S0003,1,3,31.09,50.9,66.39,30.63,48.38,540.98,32.87,78.7,1852.31,1177.67,36.91,138.14,3.23,32,9.26,5.4,v2.1.3,normal
144,2025-01-04T07:30,B06-Z03,S0020,3,18,30.34,45.42,44.46,26.95,55.41,625.52,22.68,101.44,2386.36,971.42,37.47,166.27,1.0,105,41.85,3.2,v1.0.2,normal
145,2025-01-04T08:00,B05-Z02,S0064,2,6,30.39,66.63,31.42,29.47,62.23,1210.43,44.51,311.29,995.28,1491.2,58.74,429.13,3.72,11,4.01,8.2,v2.0.1,ventilation_issue
146,2025-01-04T08:30,B06-Z02,S0041,2,23,20.09,83.31,77.32,16.15,47.77,633.58,30.82,131.32,3052.34,1523.07,38.88,139.51,3.67,108,30.86,6.3,v1.1.0,normal
147,2025-01-04T09:00,B01-Z04,S0017,4,,19.06,87.41,26.16,17.56,56.82,684.75,13.17,387.03,2053.76,1149.59,24.49,149.45,0.76,12,9.03,1.1,v2.0.1,normal
148,2025-01-04T09:30,B01-Z01,S0091,1,30,27.45,78.46,65.66,27.79,83.89,1973.14,89.77,323.76,1150.59,846.38,50.46,380.6,3.24,41,79.02,5.1,v2.1.3,ventilation_issue
149,2025-01-04T10:00,B04-Z04,S0112,4,5,31.53,59.43,38.16,29.2,55.14,601.66,15.78,234.36,2943.94,1150.49,16.97,158.86,2.04,143,8.21,5.4,v1.0.2,normal
150,2025-01-04T10:30,B05-Z04,S0080,4,45,34.02,70.3,60.82,32.76,51.82,692.35,33.15,339.21,2982.04,1505.4,23.3,194.42,2.96,75,27.31,5.4,v2.0.1,normal
151,2025-01-04T11:00,B06-Z03,S0014,3,45,20.95,51.32,65.18,21.28,47.14,621.58,23.22,355.29,3102.3,1557.99,24.82,160.28,2.52,118,9.86,6.4,v1.1.0,normal
152,2025-01-04T11:30,B04-Z04,S0001,4,38,18.87,87.09,73.72,17.77,55.17,723.98,26.04,185.52,2609.98,1011.0,33.26,124.12,1.77,102,55.4,9.2,v2.0.1,normal
153,2025-01-04T12:00,B04-Z03,S0104,3,18,25.43,76.5,67.39,23.22,59.03,704.03,34.61,419.26,3109.72,1261.12,30.81,132.1,2.79,83,14.23,6.9,v2.0.1,normal
154,2025-01-04T12:30,B05-Z02,S0062,2,3,34.97,76.96,62.2,36.33,55.68,709.57,26.54,352.57,1817.88,1387.01,17.66,151.9,1.3,76,67.15,2.3,v1.0.2,normal
155,2025-01-04T13:00,B03-Z04,S0105,4,24,29.09,75.4,54.33,26.44,57.94,548.33,24.63,433.11,2915.57,1013.64,32.4,186.22,1.39,114,1.04,8.0,v2.0.1,normal
156,2025-01-04T13:30,B05-Z03,S0070,3,16,21.54,77.62,28.54,20.23,64.67,444.57,16.8,287.75,2829.11,930.65,17.98,114.47,1.46,83,12.38,5.9,v2.0.1,normal
157,2025-01-04T14:00,B04-Z04,S0102,4,13,24.45,80.28,37.25,21.77,48.68,442.5,16.82,189.12,2382.3,1277.13,28.43,120.11,3.63,3,37.99,1.5,v2.0.1,normal
158,2025-01-04T14:30,B04-Z03,S0031,3,23,29.05,72.95,82.12,32.15,68.02,2015.93,143.75,258.41,908.7,869.99,48.51,359.6,1.34,25,25.63,2.0,v1.0.2,ventilation_issue
159,2025-01-04T15:00,B06-Z01,S0009,1,43,29.33,54.59,62.98,30.34,49.11,693.49,35.49,239.1,2837.93,1274.37,25.88,199.84,0.61,148,63.54,7.9,v2.0.1,normal
160,2025-01-04T15:30,B04-Z02,S0050,2,32,25.28,59.24,42.27,21.99,45.12,657.69,13.48,366.89,2844.33,1135.85,16.14,203.31,0.6,8,35.01,4.8,v1.1.0,normal
161,2025-01-04T16:00,B02-Z01,S0096,1,35,32.35,69.56,82.21,29.21,58.55,721.68,44.27,76.29,2821.05,978.54,24.33,214.44,1.68,89,6.81,2.4,v1.1.0,normal
162,2025-01-04T16:30,B02-Z02,S0024,2,4,33.03,53.74,27.7,33.83,62.05,700.96,16.06,136.99,3192.04,999.35,26.53,170.46,3.63,73,53.7,6.1,v1.1.0,normal
163,2025-01-04T17:00,B03-Z03,S0063,3,27,29.09,58.76,55.89,28.48,52.29,524.39,23.95,200.2,1806.76,1458.55,21.15,134.37,1.46,125,35.63,5.5,v1.1.0,normal
164,2025-01-04T17:30,B06-Z01,S0078,1,37,23.05,82.19,77.39,20.23,59.67,626.78,40.11,290.11,3048.95,1201.29,36.24,179.48,2.23,39,79.9,3.8,v1.1.0,normal
165,2025-01-04T18:00,B05-Z03,S0094,3,10,20.41,67.55,21.34,21.59,60.26,1338.88,37.72,430.0,1385.48,1104.98,52.1,426.01,3.69,57,38.68,7.4,v1.1.0,ventilation_issue
166,2025-01-04T18:30,B01-Z03,S0034,3,17,18.77,54.3,78.54,16.94,54.39,570.03,24.66,162.69,3172.83,1355.34,23.1,187.41,0.91,20,29.22,5.1,v2.1.3,normal
167,2025-01-04T19:00,B02-Z04,S0067,4,10,32.71,60.53,70.49,34.03,45.13,711.07,30.45,339.75,2121.99,1209.29,27.86,140.89,1.11,123,57.62,4.8,v1.1.0,normal
168,2025-01-04T19:30,B06-Z01,S0107,1,36,22.39,50.75,56.46,19.2,55.25,713.96,19.43,402.62,2032.88,1315.55,38.06,166.83,3.17,121,17.33,8.3,v1.1.0,normal
169,2025-01-04T20:00,B02-Z04,S0107,4,8,20.57,71.22,68.72,20.31,55.22,475.35,34.75,138.92,3091.29,881.85,29.91,117.57,2.07,122,11.96,8.6,v1.0.2,normal
170,2025-01-04T20:30,B05-Z02,S0065,2,27,19.68,74.67,78.14,21.92,60.03,2037.73,118.05,372.9,945.2,1447.31,45.52,442.48,1.63,148,59.31,1.4,v1.1.0,ventilation_issue
171,2025-01-04T21:00,B03-Z01,S0062,1,13,34.38,48.77,56.88,36.64,66.45,1105.47,89.26,183.2,605.69,1526.73,48.06,392.77,0.84,109,20.29,5.6,v2.0.1,ventilation_issue
172,2025-01-04T21:30,B06-Z02,S0051,2,42,25.44,80.27,48.77,26.66,73.87,1353.78,57.35,149.61,875.49,1468.17,52.64,423.01,3.62,141,40.67,6.0,v1.0.2,ventilation_issue
173,2025-01-04T22:00,B02-Z02,S0050,2,39,18.1,49.1,25.17,29.62,79.58,632.04,12.3,171.72,1296.05,1220.21,45.94,199.96,0.5,3,14.02,2.3,v2.0.1,thermal_issue
174,2025-01-04T22:30,B02-Z03,S0005,3,25,27.19,76.43,58.06,30.23,68.99,1755.02,103.24,261.92,669.47,1505.3,41.9,375.92,0.54,150,22.76,3.6,v2.0.1,ventilation_issue
175,2025-01-04T23:00,B02-Z04,S0078,4,34,26.19,63.18,15.33,32.83,81.14,879.32,9.22,284.21,1607.96,1443.85,47.93,216.73,3.68,118,61.6,6.6,v1.0.2,thermal_issue
176,2025-01-04T23:30,B04-Z04,S0015,4,25,24.89,80.49,30.43,25.1,61.0,556.1,12.35,380.22,2549.91,1560.17,32.52,138.97,3.56,69,28.28,2.1,v1.1.0,normal
177,2025-01-05T00:00,B04-Z04,S0095,4,39,31.24,84.27,29.47,28.46,49.99,624.14,10.22,,1949.37,1068.1,38.0,184.34,3.65,148,29.7,8.3,v2.1.3,normal
178,2025-01-05T00:30,B02-Z02,S0098,2,7,23.04,54.99,55.37,22.36,79.98,1578.32,76.78,239.43,1001.98,1076.62,44.84,416.09,0.34,67,46.48,2.2,v2.0.1,ventilation_issue
179,2025-01-05T01:00,B02-Z04,S0035,4,14,29.04,61.47,49.91,26.3,59.01,542.86,27.76,341.12,2191.48,1480.03,19.5,124.43,2.24,39,15.69,4.8,v1.0.2,normal
180,2025-01-05T01:30,B02-Z02,S0054,2,16,35.92,83.22,51.19,36.24,60.71,519.01,23.99,305.65,2594.97,1592.07,24.96,185.96,1.47,66,44.83,3.6,v2.1.3,normal
181,2025-01-05T02:00,B01-Z04,S0045,4,24,35.34,53.95,55.31,38.23,64.36,1880.31,67.46,240.86,1138.55,1158.54,47.19,423.11,3.34,147,74.29,4.1,v1.0.2,ventilation_issue
182,2025-01-05T02:30,B01-Z03,S0021,3,10,23.64,74.39,64.73,23.27,52.91,712.94,34.58,69.01,3114.28,868.06,33.7,167.3,2.62,43,56.06,4.1,v1.0.2,normal
183,2025-01-05T03:00,B01-Z03,S0120,3,18,27.87,46.19,42.79,31.46,62.08,1362.45,44.49,109.3,1123.87,1103.32,57.14,363.31,0.9,84,,8.3,v2.1.3,ventilation_issue
184,2025-01-05T03:30,B05-Z02,S0120,2,22,26.01,88.63,63.83,23.07,56.95,628.25,31.32,148.58,2589.58,808.97,28.09,180.35,1.38,134,12.46,7.8,v1.1.0,normal
185,2025-01-05T04:00,B03-Z04,S0037,4,35,18.15,86.49,81.29,17.01,45.18,562.04,31.53,157.46,2123.7,867.33,15.18,151.1,2.56,62,17.65,5.1,v2.0.1,normal
186,2025-01-05T04:30,B03-Z02,S0084,2,,32.56,63.58,74.74,29.65,50.79,630.17,36.27,268.64,2180.99,1418.04,30.57,130.66,0.66,60,57.22,1.3,v1.0.2,normal
187,2025-01-05T05:00,B04-Z04,S0028,4,30,23.61,80.98,84.86,22.39,60.83,528.98,46.93,409.32,3132.3,1628.41,16.4,195.32,1.64,64,,4.0,v2.1.3,normal
188,2025-01-05T05:30,B02-Z04,S0095,4,35,21.59,78.09,21.58,31.42,74.59,794.56,16.93,158.79,2323.46,985.12,48.97,244.67,1.0,29,69.09,2.6,v2.1.3,thermal_issue
189,2025-01-05T06:00,B03-Z03,S0002,3,5,22.97,50.38,70.24,19.02,45.84,678.55,31.09,191.98,2634.7,930.83,24.28,119.84,2.96,138,28.44,7.6,v1.1.0,normal
190,2025-01-05T06:30,B04-Z04,S0030,4,35,28.05,74.01,39.31,29.4,59.66,427.05,16.25,331.84,2814.16,1034.03,21.27,114.34,0.95,142,58.59,1.9,v1.1.0,normal
191,2025-01-05T07:00,B04-Z03,S0038,3,34,27.75,65.43,69.31,29.79,78.34,1982.93,101.04,134.05,891.26,1148.33,50.5,364.9,2.98,83,22.65,1.5,v1.0.2,ventilation_issue
192,2025-01-05T07:30,B01-Z02,S0107,2,14,21.22,46.41,22.49,27.97,70.7,920.88,12.49,87.64,1787.89,867.96,60.6,226.74,1.03,16,71.18,3.7,v2.1.3,thermal_issue
193,2025-01-05T08:00,B03-Z04,S0102,4,33,32.83,56.96,17.85,29.25,51.08,731.72,10.5,282.31,1935.97,1451.34,33.13,168.48,2.25,148,59.69,3.7,v2.1.3,normal
194,2025-01-05T08:30,B06-Z03,S0086,3,23,19.87,80.66,53.5,18.9,58.15,596.19,25.68,306.96,3106.93,1118.8,37.56,170.51,1.43,141,43.65,8.8,v2.0.1,normal
195,2025-01-05T09:00,B03-Z04,S0058,4,,25.15,77.68,83.81,24.72,55.35,747.83,32.73,328.99,2220.47,931.51,20.55,204.13,2.24,10,74.07,4.6,v1.1.0,normal
196,2025-01-05T09:30,B02-Z01,S0034,1,44,28.48,55.48,71.78,25.03,53.0,722.9,37.35,379.61,2813.01,1487.09,34.82,129.02,2.55,98,,1.2,v1.0.2,normal
197,2025-01-05T10:00,B03-Z03,S0045,3,20,25.82,86.86,23.44,29.44,78.69,1949.48,40.69,118.34,1107.11,1133.95,50.8,327.58,1.07,115,58.53,7.3,v1.0.2,ventilation_issue
198,2025-01-05T10:30,B02-Z04,S0056,4,35,25.1,50.95,20.78,24.53,45.99,551.73,6.76,214.17,2502.55,1005.97,34.35,124.34,2.26,69,41.94,7.5,v2.0.1,normal
199,2025-01-05T11:00,B06-Z02,S0119,2,39,20.03,63.61,40.57,17.17,51.89,636.29,21.54,77.5,2036.96,1524.85,23.74,200.37,1.0,29,60.62,7.2,v1.1.0,normal
200,2025-01-05T11:30,B05-Z04,S0119,4,35,32.98,57.95,39.03,33.81,51.1,575.49,15.59,344.67,2836.02,1295.55,20.3,170.11,2.75,135,,0.9,v1.1.0,normal
201,2025-01-05T12:00,B01-Z02,S0037,2,41,30.54,57.21,47.55,32.21,46.33,637.92,23.72,442.12,3078.02,1307.54,24.01,121.87,2.78,23,38.77,2.2,v2.1.3,normal
202,2025-01-05T12:30,B05-Z02,S0119,2,17,18.72,86.5,36.34,17.66,59.89,426.06,18.36,304.06,2297.53,1271.7,22.56,219.56,3.42,72,2.36,2.5,v2.0.1,normal
203,2025-01-05T13:00,B04-Z01,S0085,1,8,31.14,68.43,62.46,32.38,58.73,557.72,29.47,114.04,2397.05,1399.37,22.81,176.59,3.1,135,24.72,8.7,v2.1.3,normal
204,2025-01-05T13:30,B02-Z01,S0084,1,26,34.51,59.29,54.01,46.18,72.6,758.8,40.61,350.79,2072.5,959.74,64.14,264.42,2.53,34,12.16,2.2,v2.0.1,thermal_issue
205,2025-01-05T14:00,B05-Z04,S0073,4,30,28.73,55.39,16.83,25.21,60.6,464.25,9.32,135.37,2456.27,1029.38,31.24,130.24,,106,1.2,2.5,v1.1.0,normal
206,2025-01-05T14:30,B02-Z03,S0009,3,25,35.18,64.77,58.19,35.31,62.34,712.9,24.92,349.56,2886.7,1242.55,30.2,200.68,2.14,116,62.95,4.6,v1.0.2,normal
207,2025-01-05T15:00,B02-Z04,S0067,4,18,35.71,46.77,42.12,36.3,64.25,482.65,18.19,81.27,3038.16,1414.25,34.34,141.45,0.8,29,36.14,2.1,v1.1.0,normal
208,2025-01-05T15:30,B04-Z01,S0053,1,5,18.45,65.42,77.76,19.82,62.65,449.76,30.89,235.27,2708.01,1234.92,32.79,128.04,2.13,41,63.29,3.9,v2.1.3,normal
209,2025-01-05T16:00,B01-Z02,S0099,2,11,24.03,84.21,75.39,21.0,47.89,673.82,23.78,111.31,2231.29,1527.1,33.25,215.71,2.48,140,36.69,7.8,v2.1.3,normal
210,2025-01-05T16:30,B02-Z04,S0028,4,41,26.56,63.46,20.56,26.16,49.89,600.62,9.99,116.7,2580.57,1081.44,35.63,115.38,,23,48.26,0.9,v2.1.3,normal
211,2025-01-05T17:00,B02-Z02,S0021,2,24,29.0,76.12,56.65,29.72,48.55,570.26,26.83,355.79,3104.07,1530.5,17.33,142.92,0.53,85,9.76,5.2,v1.1.0,normal
212,2025-01-05T17:30,B06-Z03,S0027,3,33,19.97,77.84,59.03,21.89,54.67,647.26,34.25,303.07,3180.79,1223.08,22.18,176.97,2.45,47,58.33,8.5,v1.1.0,normal
213,2025-01-05T18:00,B06-Z03,S0038,3,0,18.03,46.08,58.78,24.3,88.66,999.78,47.0,329.11,1696.85,1451.98,53.34,222.85,0.54,30,44.0,6.7,v2.0.1,thermal_issue
214,2025-01-05T18:30,B04-Z01,S0093,1,34,35.28,82.44,28.58,36.28,63.45,578.11,12.64,240.36,1849.78,1280.2,18.39,127.09,3.55,81,41.69,5.5,v1.0.2,normal
215,2025-01-05T19:00,B02-Z03,S0074,3,38,32.39,84.96,39.75,34.21,50.61,430.29,23.65,365.11,2677.12,873.78,36.06,172.81,3.3,61,21.72,3.8,v2.0.1,normal
216,2025-01-05T19:30,B02-Z03,S0068,3,33,20.02,80.32,69.45,21.5,53.88,428.23,30.89,187.66,2500.08,1643.81,19.76,211.6,0.64,53,41.29,7.0,v2.1.3,normal
217,2025-01-05T20:00,B04-Z01,S0092,1,,20.09,58.99,18.08,24.18,81.8,1433.29,30.74,309.15,682.48,1456.87,54.15,424.38,1.0,31,42.58,3.0,v1.1.0,ventilation_issue
218,2025-01-05T20:30,B03-Z01,S0015,1,21,29.21,68.13,29.46,27.31,51.37,466.71,15.06,79.78,2196.57,1126.06,21.12,117.84,,23,4.04,4.3,v1.1.0,normal
219,2025-01-05T21:00,B06-Z03,S0077,3,36,29.33,76.06,46.21,30.46,68.31,1298.15,73.13,377.01,1247.44,1403.68,36.96,449.19,1.94,120,54.76,4.7,v1.1.0,ventilation_issue
220,2025-01-05T21:30,B02-Z01,S0111,1,10,22.64,61.36,27.83,27.14,68.26,1960.79,33.18,195.96,990.01,890.93,36.63,335.8,2.08,143,57.14,6.3,v2.0.1,ventilation_issue
221,2025-01-05T22:00,B05-Z02,S0060,2,34,25.44,72.94,53.36,27.28,52.68,532.44,29.04,127.5,2627.36,897.17,34.61,157.89,2.89,119,66.94,3.4,v1.0.2,normal
222,2025-01-05T22:30,B04-Z03,S0023,3,40,25.3,71.92,62.99,24.88,61.4,528.04,31.09,355.26,1886.08,1180.09,20.44,125.28,1.89,53,49.25,6.6,v2.0.1,normal
223,2025-01-05T23:00,B03-Z02,S0073,2,3,30.23,86.33,80.57,33.54,82.88,2090.29,114.77,274.07,1089.19,1532.06,47.76,438.67,2.76,8,28.74,2.6,v2.1.3,ventilation_issue
224,2025-01-05T23:30,B06-Z01,S0041,1,8,25.31,64.58,29.79,22.35,47.78,603.29,16.47,87.98,2304.4,1171.22,25.43,141.73,,35,38.94,1.3,v2.1.3,normal
225,2025-01-06T00:00,B04-Z03,S0115,3,15,28.88,64.16,27.59,30.94,73.8,1550.05,33.65,165.01,748.63,832.19,50.11,400.91,2.32,124,,6.8,v1.0.2,ventilation_issue
226,2025-01-06T00:30,B05-Z03,S0062,3,42,19.44,77.86,51.85,30.53,86.51,739.71,31.46,90.45,1828.03,1092.01,60.25,181.88,3.09,3,4.22,4.7,v2.1.3,thermal_issue
227,2025-01-06T01:00,B05-Z03,S0094,3,36,24.35,89.0,35.62,21.36,58.9,617.22,13.94,446.24,2899.03,1229.76,21.51,179.22,2.49,72,6.6,2.8,v2.0.1,normal
228,2025-01-06T01:30,B03-Z01,S0110,1,2,31.35,72.17,78.71,31.78,58.18,542.02,27.75,92.92,2895.54,1644.55,20.9,129.89,3.57,99,39.68,2.6,v2.1.3,normal
229,2025-01-06T02:00,B06-Z04,S0082,4,14,28.4,82.88,18.8,25.99,61.39,437.33,8.26,335.19,2466.72,1588.14,26.91,214.31,0.81,115,0.95,3.9,v2.0.1,normal
230,2025-01-06T02:30,B05-Z01,S0088,1,29,19.75,68.91,39.77,30.74,83.43,926.03,20.24,352.15,1524.39,1386.74,65.06,183.19,2.36,47,26.99,3.3,v1.0.2,thermal_issue
231,2025-01-06T03:00,B06-Z02,S0002,2,13,18.22,49.4,22.27,19.9,65.49,1383.3,23.91,308.85,618.96,1357.94,37.3,451.39,0.72,145,10.39,7.7,v1.1.0,ventilation_issue
232,2025-01-06T03:30,B01-Z04,S0090,4,17,23.3,74.72,20.3,22.02,64.9,673.89,10.31,209.29,2734.61,1174.49,34.25,138.31,0.51,126,21.17,9.3,v1.1.0,normal
233,2025-01-06T04:00,B05-Z04,S0051,4,28,26.86,51.47,68.81,24.17,57.87,721.16,35.41,,1944.6,832.16,16.82,172.85,2.59,100,,2.9,v2.0.1,normal
234,2025-01-06T04:30,B04-Z01,S0074,1,7,30.74,79.69,48.47,29.16,59.56,688.05,15.56,424.67,2116.19,1615.0,24.61,185.82,2.69,24,50.58,3.8,v2.0.1,normal
235,2025-01-06T05:00,B01-Z03,S0108,3,40,31.8,74.15,27.36,28.04,52.68,483.03,13.92,133.89,3055.04,1646.93,30.77,149.52,,62,,4.9,v1.0.2,normal
236,2025-01-06T05:30,B05-Z02,S0083,2,29,27.61,82.54,46.45,29.59,45.74,438.5,24.91,399.38,1859.94,1425.14,17.95,198.78,2.89,126,5.76,6.4,v2.1.3,normal
237,2025-01-06T06:00,B05-Z04,S0006,4,38,29.68,45.65,59.29,31.11,61.41,452.11,28.66,146.02,2969.49,1376.64,16.6,199.92,1.79,84,78.58,1.6,v1.1.0,normal
238,2025-01-06T06:30,B03-Z03,S0108,3,8,21.84,47.05,27.14,27.75,76.03,978.78,12.68,390.47,1643.91,1213.92,49.13,181.67,3.02,2,,0.6,v1.0.2,thermal_issue
239,2025-01-06T07:00,B06-Z03,S0084,3,38,23.11,76.21,70.46,21.97,47.54,467.22,26.87,254.96,2430.59,803.88,20.98,129.2,2.5,61,27.83,2.2,v1.0.2,normal
240,2025-01-06T07:30,B05-Z04,S0047,4,10,35.76,67.84,47.5,38.52,65.2,1153.07,47.57,76.82,719.37,1484.38,56.09,447.61,1.3,117,26.74,0.9,v1.0.2,ventilation_issue
241,2025-01-06T08:00,B05-Z02,S0023,2,14,18.52,68.17,19.96,15.93,53.9,611.32,8.5,347.72,2845.92,1211.75,37.46,135.31,1.61,112,37.68,1.8,v2.1.3,normal
242,2025-01-06T08:30,B02-Z02,S0050,2,21,26.24,53.74,40.1,23.86,51.72,430.59,18.87,175.11,2192.85,1291.4,17.78,161.21,3.08,142,72.45,8.2,v1.0.2,normal
243,2025-01-06T09:00,B04-Z02,S0110,2,9,33.52,54.74,48.14,32.3,45.29,561.28,27.04,410.32,2146.96,1228.58,25.86,134.46,0.45,109,58.68,5.3,v2.1.3,normal
244,2025-01-06T09:30,B06-Z03,S0106,3,10,26.92,48.74,67.72,27.08,53.13,491.94,27.6,394.59,2134.69,1543.07,39.97,111.75,0.39,104,61.75,2.2,v2.0.1,normal
245,2025-01-06T10:00,B06-Z01,S0060,1,43,18.02,73.23,41.94,18.16,55.62,517.87,22.05,403.53,2777.28,1554.78,30.31,173.28,0.49,29,53.97,3.9,v2.1.3,normal
246,2025-01-06T10:30,B05-Z04,S0006,4,44,21.15,70.15,19.69,21.41,49.09,743.81,7.32,350.56,1958.98,1035.57,26.96,213.31,1.53,17,54.42,3.9,v2.1.3,normal
247,2025-01-06T11:00,B04-Z04,S0065,4,29,20.21,76.94,62.48,19.41,50.85,624.91,33.74,212.37,3123.51,895.22,35.22,213.5,3.65,38,13.18,5.0,v1.1.0,normal
248,2025-01-06T11:30,B05-Z01,S0081,1,33,25.5,75.71,80.22,24.34,53.4,663.44,24.58,220.56,2064.68,1392.33,15.55,198.22,2.56,141,47.47,4.5,v2.0.1,normal
249,2025-01-06T12:00,B05-Z03,S0017,3,34,23.52,80.52,30.87,24.75,67.2,1945.51,31.9,439.55,827.51,1002.22,58.91,406.61,2.73,11,12.28,9.4,v1.1.0,ventilation_issue
250,2025-01-06T12:30,B04-Z03,S0034,3,9,21.69,76.82,61.59,23.56,47.96,567.98,36.5,421.85,2547.1,1350.16,18.04,112.74,3.7,76,40.59,4.8,v2.0.1,normal
251,2025-01-06T13:00,B05-Z03,S0086,3,28,28.17,85.81,45.95,28.3,59.63,717.06,15.71,187.28,2571.34,1452.03,22.7,154.18,0.98,51,62.5,0.7,v2.1.3,normal
252,2025-01-06T13:30,B06-Z02,S0086,2,0,35.57,62.75,49.33,44.99,81.25,628.02,32.89,197.03,1677.07,1177.59,62.9,205.59,3.36,107,58.23,7.7,v2.0.1,thermal_issue
253,2025-01-06T14:00,B02-Z02,S0104,2,37,34.16,77.79,43.99,35.17,56.96,467.4,17.2,94.49,3183.74,1403.71,28.13,146.9,3.5,36,44.47,2.3,v2.1.3,normal
254,2025-01-06T14:30,B03-Z02,S0071,2,7,32.81,58.59,55.96,31.77,59.8,494.09,30.07,408.15,2015.63,901.45,22.5,180.46,2.02,71,19.58,4.9,v1.0.2,normal
255,2025-01-06T15:00,B05-Z04,S0096,4,9,26.65,64.62,33.05,26.77,64.49,690.03,13.62,402.54,2826.14,1575.29,15.44,138.55,0.87,92,33.56,0.9,v2.0.1,normal
256,2025-01-06T15:30,B05-Z01,S0082,1,44,27.25,79.49,27.83,33.36,86.56,871.86,20.84,268.42,2192.19,1461.99,62.12,189.14,0.8,106,22.51,3.6,v1.1.0,thermal_issue
257,2025-01-06T16:00,B01-Z04,S0028,4,4,21.98,53.48,77.79,21.66,61.63,593.47,35.75,111.18,2571.56,918.16,33.91,122.54,,114,55.28,8.5,v2.0.1,normal
258,2025-01-06T16:30,B02-Z02,S0091,2,1,31.4,50.34,24.01,31.57,58.76,521.45,8.71,355.36,3173.55,850.38,25.62,193.93,0.68,31,41.08,8.7,v1.0.2,normal
259,2025-01-06T17:00,B01-Z03,S0039,3,22,31.58,80.21,79.41,28.81,63.02,480.98,32.2,393.5,1927.09,1496.65,36.15,213.6,2.45,4,5.47,5.3,v1.1.0,normal
260,2025-01-06T17:30,B03-Z02,S0022,2,22,27.67,88.81,21.91,27.95,72.6,1807.76,26.95,225.4,1071.5,1196.02,45.99,454.08,1.73,134,25.14,1.7,v2.0.1,ventilation_issue
261,2025-01-06T18:00,B06-Z03,S0037,3,12,18.73,59.77,23.1,16.43,57.01,522.96,13.69,408.95,2421.54,1373.04,28.85,141.96,3.59,27,1.02,4.1,v1.0.2,normal
262,2025-01-06T18:30,B01-Z04,S0019,4,27,30.51,88.99,66.9,31.86,48.37,540.02,24.07,168.62,2080.37,1347.26,36.1,154.47,2.34,103,63.16,3.7,v2.1.3,normal
263,2025-01-06T19:00,B04-Z04,S0066,4,24,31.82,49.86,32.55,30.8,57.57,464.42,10.74,187.51,1873.99,1241.96,16.71,184.59,2.48,127,52.89,7.6,v1.1.0,normal
264,2025-01-06T19:30,B03-Z02,S0085,2,28,27.09,69.41,71.66,26.33,45.35,672.11,42.8,72.82,3032.18,1217.76,17.98,159.51,3.31,35,56.48,3.3,v2.1.3,normal
265,2025-01-06T20:00,B04-Z04,S0098,4,22,30.15,74.7,62.98,29.58,54.52,701.94,28.47,170.93,2347.94,1488.12,27.37,216.8,2.37,150,29.31,0.7,v2.0.1,normal
